日期,编号,持有股票,持有股票代码
2020-09-12,82,再升科技|秦安股份|太极集团|涪陵电力,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG
2020-09-20,83,再升科技|秦安股份|太极集团|涪陵电力,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG
2020-09-27,84,再升科技|秦安股份|太极集团|涪陵电力,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG
2020-10-18,85,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-10-25,86,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-11-01,87,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-11-08,88,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-11-16,89,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-11-22,90,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-11-29,91,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-12-06,92,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-12-13,93,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-12-19,94,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
2020-12-26,95,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE
