stat_date,code,market,listed_date,symbol,type,de_listed_date,exchange
2016-01-04,159001.XSHE,CN,2014-10-20,易方达保证金货币A,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159002.XSHE,CN,2014-10-20,易方达保证金货币B,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159003.XSHE,CN,2014-10-20,招商保证金快线A,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159004.XSHE,CN,2014-10-20,招商保证金快线B,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159005.XSHE,CN,2015-01-13,汇添富收益快钱货币A,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159006.XSHE,CN,2015-01-13,汇添富收益快钱货币B,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159901.XSHE,CN,2006-04-24,易方达深证100ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159902.XSHE,CN,2006-09-05,华夏中小企业100ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159903.XSHE,CN,2010-02-02,南方深证成份ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159905.XSHE,CN,2011-01-11,红利ETF工银,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159906.XSHE,CN,2011-02-23,大成深证成长40ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159907.XSHE,CN,2011-08-10,广发国证2000ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159909.XSHE,CN,2011-09-01,深证TMT50ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159910.XSHE,CN,2011-09-27,嘉实深证基本面120ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159911.XSHE,CN,2011-10-14,民营ETF,ETF,2020-06-19 00:00:00,XSHE
2016-01-04,159912.XSHE,CN,2011-11-24,汇添富深证300ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159913.XSHE,CN,2011-10-25,交银深证300价值ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159915.XSHE,CN,2011-12-09,易方达创业板ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159916.XSHE,CN,2011-10-24,建信深证基本面60ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159918.XSHE,CN,2012-05-11,嘉实中创400ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159919.XSHE,CN,2012-05-28,嘉实沪深300ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159920.XSHE,CN,2012-10-22,华夏恒生ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159921.XSHE,CN,2013-01-31,诺安中小板等权重ETF,ETF,2017-11-08 00:00:00,XSHE
2016-01-04,159922.XSHE,CN,2013-03-15,嘉实中证500ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159923.XSHE,CN,2013-03-05,大成中证A100ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159924.XSHE,CN,2013-06-05,景顺长城沪深300等权重ETF,ETF,2018-03-20 00:00:00,XSHE
2016-01-04,159925.XSHE,CN,2013-04-11,南方沪深300ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159926.XSHE,CN,2013-08-05,嘉实中证中期国债ETF,ETF,2022-06-22 00:00:00,XSHE
2016-01-04,159927.XSHE,CN,2013-08-16,鹏华沪深300指数,ETF,2018-02-14 00:00:00,XSHE
2016-01-04,159928.XSHE,CN,2013-09-16,汇添富中证主要消费ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159929.XSHE,CN,2013-09-16,汇添富中证医药卫生ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159930.XSHE,CN,2013-09-16,汇添富中证能源ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159931.XSHE,CN,2013-09-16,汇添富中证金融地产ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159932.XSHE,CN,2013-10-21,大成中证500深市ETF,ETF,2022-11-22 00:00:00,XSHE
2016-01-04,159933.XSHE,CN,2013-10-16,国投瑞银金融地产ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159934.XSHE,CN,2013-12-16,易方达黄金ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159935.XSHE,CN,2014-01-21,景顺长城中证500ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159936.XSHE,CN,2014-06-25,广发中证全指可选消费ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159937.XSHE,CN,2014-09-01,博时黄金ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159938.XSHE,CN,2015-01-08,广发中证全指医药卫生ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159939.XSHE,CN,2015-02-05,广发中证全指信息技术ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159940.XSHE,CN,2015-04-17,广发中证全指金融地产ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159941.XSHE,CN,2015-07-13,广发纳指100ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159942.XSHE,CN,2015-06-25,中创100,ETF,2018-11-06 00:00:00,XSHE
2016-01-04,159943.XSHE,CN,2015-07-08,深证ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159944.XSHE,CN,2015-07-06,广发中证全指原材料ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159945.XSHE,CN,2015-07-06,广发中证全指能源ETF,ETF,2999-12-31 00:00:00,XSHE
2016-01-04,159946.XSHE,CN,2015-07-13,广发中证全指主要消费ETF,ETF,2018-12-28 00:00:00,XSHE
2016-01-04,510010.XSHG,CN,2009-12-15,交银上证180公司治理ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510020.XSHG,CN,2010-03-19,博时上证超大盘ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510030.XSHG,CN,2010-05-28,上证180价值ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510050.XSHG,CN,2005-02-23,华夏上证50ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510060.XSHG,CN,2009-10-27,央企ETF工银,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510070.XSHG,CN,2010-10-29,民企ETF,ETF,2020-08-13 00:00:00,XSHG
2016-01-04,510090.XSHG,CN,2010-08-09,建信上证社会责任ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510110.XSHG,CN,2010-11-15,海富通上证周期ETF,ETF,2023-08-11 00:00:00,XSHG
2016-01-04,510120.XSHG,CN,2011-06-08,海富通上证非周期ETF,ETF,2023-08-11 00:00:00,XSHG
2016-01-04,510130.XSHG,CN,2010-06-23,易方达上证中盘ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510150.XSHG,CN,2011-02-25,招商上证消费80ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510160.XSHG,CN,2010-11-01,南方中证小康产业ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510170.XSHG,CN,2011-01-25,国联安上证商品ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510180.XSHG,CN,2006-05-18,华安上证180ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510190.XSHG,CN,2011-01-10,华安上证50ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510210.XSHG,CN,2011-03-25,上证综指ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510220.XSHG,CN,2011-03-28,华泰柏瑞上证中小盘ETF,ETF,2022-12-27 00:00:00,XSHG
2016-01-04,510230.XSHG,CN,2011-05-23,国泰上证180金融ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510260.XSHG,CN,2011-06-08,诺安上证新兴产业ETF,ETF,2020-01-15 00:00:00,XSHG
2016-01-04,510270.XSHG,CN,2011-08-18,国企ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510280.XSHG,CN,2011-10-18,上证180成长ETF,ETF,2019-09-30 00:00:00,XSHG
2016-01-04,510290.XSHG,CN,2011-11-08,南方上证380ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510300.XSHG,CN,2012-05-28,华泰柏瑞沪深300ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510310.XSHG,CN,2013-03-25,易方达沪深300ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510330.XSHG,CN,2013-01-16,华夏沪深300ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510360.XSHG,CN,2015-09-09,广发沪深300ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510410.XSHG,CN,2012-05-11,博时上证自然资源ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510420.XSHG,CN,2012-07-09,180ETF,ETF,2019-11-08 00:00:00,XSHG
2016-01-04,510430.XSHG,CN,2012-09-24,银华上证50等权ETF,ETF,2020-12-18 00:00:00,XSHG
2016-01-04,510440.XSHG,CN,2012-10-08,中证500沪市ETF,ETF,2022-12-22 00:00:00,XSHG
2016-01-04,510450.XSHG,CN,2013-08-01,上证180高贝塔ETF,ETF,2016-08-24 00:00:00,XSHG
2016-01-04,510500.XSHG,CN,2013-03-15,南方中证500ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510510.XSHG,CN,2013-05-24,广发中证500ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510520.XSHG,CN,2014-03-10,诺安中证500ETF,ETF,2019-10-31 00:00:00,XSHG
2016-01-04,510560.XSHG,CN,2015-07-03,国寿安保中证500ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510580.XSHG,CN,2015-09-14,易方达中证500ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510610.XSHG,CN,2013-05-08,华夏能源ETF,ETF,2016-07-06 00:00:00,XSHG
2016-01-04,510620.XSHG,CN,2013-05-08,华夏材料ETF,ETF,2016-08-15 00:00:00,XSHG
2016-01-04,510630.XSHG,CN,2013-05-08,华夏消费ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510650.XSHG,CN,2013-05-08,华夏金融ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510660.XSHG,CN,2013-05-08,华夏医药ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510680.XSHG,CN,2015-12-15,万家上证50ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510700.XSHG,CN,2013-05-31,长盛上证市值百强(ETF),ETF,2016-05-13 00:00:00,XSHG
2016-01-04,510710.XSHG,CN,2015-06-15,博时上证50ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510880.XSHG,CN,2007-01-18,华泰柏瑞上证红利ETF,ETF,2999-12-31 00:00:00,XSHG
2016-01-04,510900.XSHG,CN,2012-10-22,易方达恒生国企(QDII-ETF),ETF,2999-12-31 00:00:00,XSHG
